CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdListeFauFlor;LbListeFauFlor;CdTypListeFauFlor;MnTypListeFauFlor;CdTypTaxRep;MnTypTaxRep;CdAppelTaxon;NomLatinAppelTaxon;RsTaxRep;CdRqNbrTaxRep;MnemoRqNbrTaxRep;CdUniteMesure;SymUniteMesure;RefOperationPrelBio;CdProducteur;NomProducteur
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1997-05-21;A6#L#0;pre_id4610;;;1;NbrTax;2193;Perca fluviatilis;18;1;Domaine de validité;214;n;Aspe910eta1_1997-05-21_15:00:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063650;LA SEINE A ORLY 1;004;10;Diatomées benthiques;2022-06-29;;L1;;;1;NbrTax;14458;Kolbesia gessneri;5;1;Domaine de validité;214;n;20230703214651-HB-549801;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2012-06-27;;L1;;;1;NbrTax;8830;Nitzschia angustatula;3;1;Domaine de validité;214;n;20180201135901-HB-14498;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2019-08-08;A;A;;;1;NbrTax;1030;Ferrissia;35;1;Domaine de validité;214;n;20201029143652-HB-475853;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2004-06-17;A4#L#0;pre_id6765;;;1;NbrTax;2133;Rutilus rutilus;1;1;Domaine de validité;214;n;Aspe1475eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM75.00_PntCEPM0.10_ProfMStaM3.00_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;13;Macroinvertébrés aquatiques;2024-08-29;A;A;;;1;NbrTax;9794;Baetis lato sensu;5;1;Domaine de validité;214;n;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2001-06-21;A6#L#0;pre_id4952;;;1;NbrTax;2090;Alburnus alburnus;45;1;Domaine de validité;214;n;Aspe966eta1_2001-06-21_14:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2010-08-03;B;B2;;;1;NbrTax;908;Glossiphoniidae;23;1;Domaine de validité;0;Unité inconnue;20180130180353-HB-7457;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;2006-06-13;GPSL#0;pre_id7046;;;1;NbrTax;2104;Chondrostoma nasus;2;1;Domaine de validité;214;n;Aspe1634eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm510.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.8_TAir7C20.8;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1999-04-29;A3#L#0;pre_id4791;;;1;NbrTax;2090;Alburnus alburnus;69;1;Domaine de validité;214;n;Aspe940eta1_1999-04-29_10:00:00_03112430;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2019-08-09;C;C';;;1;NbrTax;933;Oligochaeta;256;1;Domaine de validité;214;n;20201029143653-HB-475858;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2019-07-31;B;B;;;1;NbrTax;994;Bithynia;18;1;Domaine de validité;214;n;20201029143652-HB-475848;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2018-08-16;C;C;;;1;NbrTax;1090;Porifera;1;1;Domaine de validité;214;n;20190328112225-HB-346769;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;13;Macroinvertébrés aquatiques;2010-06-09;B;B2;;;1;NbrTax;3170;Ostracoda;1;4;Pres. ou Abs. ou NQ/ND;0;Unité inconnue;20180130180137-HB-6816;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2015-06-23;;L1;;;1;NbrTax;7803;Navicula antonii;7;1;Domaine de validité;214;n;20180201135947-HB-16471;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;2019-07-17;;20190311229501;;;1;NbrTax;8393;Planothidium frequentissimum;11;1;Domaine de validité;214;n;20201028101227-HB-474996;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2018-07-20;;03079622;;;1;NbrTax;32410;Mayamaea atomus var. alcimonica;2;1;Domaine de validité;214;n;20190327180827-HB-346454;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2017-08-17;C';B4;;;1;NbrTax;457;Caenis;32;1;Domaine de validité;0;Unité inconnue;20190205185832-HB-30569;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2015-06-18;B;B2;;;1;NbrTax;1038;Anodonta;3;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6668;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2009-07-07;P1#L#0;pre_id1461;;;1;NbrTax;2102;Carassius carassius;5;1;Domaine de validité;214;n;Aspe2072eta2_SurfEchMc625.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.00_PntCEPM2.90_ProfMStaM0.68_AltM59_TAir1C4.1_TAir7C19.8;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3080339;LA SEINE A ALFORTVILLE 2;005;4;Poissons;1989-08-01;P1#L#0;pre_id962;;;1;NbrTax;2133;Rutilus rutilus;110;1;Domaine de validité;214;n;Aspe809eta1_1989-08-01_10:00:00_03080339;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2022-08-04;;L1;;;1;NbrTax;9049;Nitzschia supralitorea;3;1;Domaine de validité;214;n;20230703214632-HB-549788;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2022-08-23;A;A;;;1;NbrTax;861;Atyaephyra;1;1;Domaine de validité;214;n;20230704161839-HB-550190;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2018-07-19;;03112000;;;1;NbrTax;6751;Pseudostaurosira brevistriata;1;1;Domaine de validité;214;n;20190327180827-HB-346466;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2011-08-16;FU;P1;;;3;RecTax;1147;Spirogyra;0.2;1;Domaine de validité;243;%;20180130182957-HB-10688;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2009-06-24;GPSL#0;pre_id7297;;;1;NbrTax;2167;Pungitius pungitius;1;1;Domaine de validité;214;n;Aspe2016eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.10_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2011-07-11;C;B3;;;1;NbrTax;994;Bithynia;76;1;Domaine de validité;0;Unité inconnue;20180130180136-HB-6813;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;2002-04-25;A1#L#0;pre_id5008;;;1;NbrTax;2113;Gobio gobio;1;1;Domaine de validité;214;n;Aspe976eta2_2002-04-25_10:00:00_03112088;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;2022-08-23;;L1;;;1;NbrTax;14104;Gyrosigma sciotense;2;1;Domaine de validité;214;n;20230703214628-HB-549785;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2010-08-04;C;B3;;;1;NbrTax;4202;Dikerogammarus;80;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7460;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2010-08-04;B;B2;;;1;NbrTax;807;Chironomidae;630;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7460;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112295;LE MORBRAS A SUCY-EN-BRIE 2;003;13;Macroinvertébrés aquatiques;2019-07-17;B;B;;;1;NbrTax;978;Potamopyrgus;17;1;Domaine de validité;214;n;20201029143648-HB-475816;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2019-07-31;A;A;;;1;NbrTax;249;Ecnomus;1;1;Domaine de validité;214;n;20201029143652-HB-475848;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2015-07-21;FU;P1;;;3;RecTax;1630;Spirodela polyrhiza;0.05319149;1;Domaine de validité;243;%;20180130182957-HB-10690;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-10-21;Camp2024-10-21;L1;;;4;BioVolTax;9634;Plagioselmis nannoplanctica;0.00056;1;Domaine de validité;536;mm3/L;20250618165004-HB-600991;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2014-08-13;;L1;;;1;NbrTax;7881;Navicula cryptotenella;28;1;Domaine de validité;214;n;20180201135915-HB-15112;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2003-06-24;A4#L#0;pre_id5057;;;1;NbrTax;2038;Anguilla anguilla;1;1;Domaine de validité;214;n;Aspe985eta1_2003-06-24_14:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2016-08-17;;L1;;;1;NbrTax;20686;Mayamaea atomus var. permitis;1;1;Domaine de validité;214;n;20180228165202-HB-19495;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-08-02;;L1;;;4;BioVolTax;37351;Desmodesmus bicaudatus;0.000682;1;Domaine de validité;536;mm3/L;20220823100212-HB-526415;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2010-06-15;GPSL#0;pre_id7367;;;1;NbrTax;2238;Silurus glanis;1;1;Domaine de validité;214;n;Aspe2117eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.43_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;2000-04-20;A4#L#0;pre_id4914;;;1;NbrTax;2038;Anguilla anguilla;3;1;Domaine de validité;214;n;Aspe959eta1_2000-04-20_14:00:00_03112430;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2017-08-17;B;B2;;;1;NbrTax;502;Ephemera;1;1;Domaine de validité;0;Unité inconnue;20190205185832-HB-30569;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2020-08-27;A;A;;;1;NbrTax;32503;Chelicorophium;11;1;Domaine de validité;214;n;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2018-09-24;GPSL#0;pre_id76977;;;1;NbrTax;2131;Rhodeus amarus;4;1;Domaine de validité;214;n;Aspe39384eta2_SurfEchMc1250.0_SBVDKmc12684.7_DSrcKm493.0_LarMEauM68.5_PntCEPM0.1_ProfMStaM3.34_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2017-07-08;A;B1;;;1;NbrTax;838;Athericidae;2;1;Domaine de validité;0;Unité inconnue;20180629100752-HB-28629;0;Interlocuteur inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2012-08-07;B;B2;;;1;NbrTax;236;Neureclipsis;2;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6665;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;2019-07-17;;20190311229501;;;1;NbrTax;8847;Nitzschia capitellata;19;1;Domaine de validité;214;n;20201028101227-HB-474996;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2014-08-13;;L1;;;1;NbrTax;7782;Luticola goeppertiana;13;1;Domaine de validité;214;n;20180201135901-HB-14500;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-10-21;Camp2024-10-21;L1;;;4;BioVolTax;31903;Chrysochromulina parva;0.00004;1;Domaine de validité;536;mm3/L;20250618165004-HB-600991;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2020-08-13;A;A;;;1;NbrTax;1028;Ancylus;1;1;Domaine de validité;214;n;20210908103329-HB-498346;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063650;LA SEINE A ORLY 1;004;10;Diatomées benthiques;2012-08-07;;L1;;;1;NbrTax;18123;Reimeria uniseriata;4;1;Domaine de validité;214;n;20180201135917-HB-15201;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-10-21;Camp2024-10-21;L1;;;4;BioVolTax;5631;Crucigenia quadrata;0.00012;1;Domaine de validité;536;mm3/L;20250618165004-HB-600991;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;2010-08-12;;L1;;;1;NbrTax;7116;Amphora pediculus;194;1;Domaine de validité;214;n;20180201135943-HB-16324;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2010-08-04;B;B2;;;1;NbrTax;5097;Jaera;880;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7460;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2020-08-13;;C;;;1;NbrTax;387;Cloeon;1;1;Domaine de validité;214;n;20210908103329-HB-498346;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2011-07-11;C;B3;;;1;NbrTax;994;Bithynia;20;1;Domaine de validité;0;Unité inconnue;20180130180354-HB-7461;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2011-07-06;;L1;;;1;NbrTax;8190;Navicula tripunctata;4;1;Domaine de validité;214;n;20180201135947-HB-16467;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2002-04-23;A8#L#0;pre_id4993;;;1;NbrTax;2113;Gobio gobio;1;1;Domaine de validité;214;n;Aspe973eta2_SurfEchMc1415.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM150.00_PntCEPM0.10_ProfMStaM4.50_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2019-07-31;C;C';;;1;NbrTax;978;Potamopyrgus;172;1;Domaine de validité;214;n;20201029143652-HB-475848;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2014-08-13;;L1;;;1;NbrTax;7249;Cymatopleura elliptica var. elliptica;1;1;Domaine de validité;214;n;20180201135901-HB-14500;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1996-09-12;A7#L#0;pre_id78565;;;1;NbrTax;2133;Rutilus rutilus;1;1;Domaine de validité;214;n;Aspe45566eta1_1996-09-12_10:30:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-08-10;;L1;;;4;BioVolTax;5981;Tetraselmis cordiformis;0.376072;1;Domaine de validité;536;mm3/L;20220104120756-HB-505755;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;2001-06-22;A1#L#0;pre_id4960;;;1;NbrTax;2133;Rutilus rutilus;2;1;Domaine de validité;214;n;Aspe968eta1_2001-06-22_10:00:00_03112088;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2020-08-14;;C;;;1;NbrTax;1043;Pisidium;24;1;Domaine de validité;214;n;20210908103329-HB-498337;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063650;LA SEINE A ORLY 1;003;13;Macroinvertébrés aquatiques;2012-08-07;B;B2;;;1;NbrTax;518;Haliplus;1;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6670;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;2019-08-08;;20190308066001;;;1;NbrTax;8891;Nitzschia fonticola;5;1;Domaine de validité;214;n;20201028101226-HB-474989;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2018-07-19;C;C;;;1;NbrTax;224;Cyrnus;6;1;Domaine de validité;214;n;20190328112646-HB-346775;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2024-07-10;;L1;;;1;NbrTax;14001;Gomphonema minutum;4;1;Domaine de validité;214;n;20250619164057-HB-601310;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2017-08-07;;L1;;;1;NbrTax;10597;Achnanthidium pyrenaicum;3;1;Domaine de validité;214;n;20190205205526-HB-30914;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1997-05-28;A5#L#0;pre_id4628;;;1;NbrTax;2038;Anguilla anguilla;3;1;Domaine de validité;214;n;Aspe913eta1_1997-05-28_10:30:00_03112088;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2020-07-23;;L1;;;1;NbrTax;9081;Tryblionella apiculata;6;1;Domaine de validité;214;n;20210630105458-HB-490849;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2017-08-16;C';B4;;;1;NbrTax;1043;Pisidium;8;1;Domaine de validité;0;Unité inconnue;20190205185848-HB-30584;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2011-09-07;C;B3;;;1;NbrTax;317;Oecetis;4;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6663;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2000-04-17;A2#L#0;pre_id4891;;;1;NbrTax;2193;Perca fluviatilis;6;1;Domaine de validité;214;n;Aspe956eta1_2000-04-17_14:00:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2000-04-11;A8#L#0;pre_id4883;;;1;NbrTax;2110;Cyprinus carpio;1;1;Domaine de validité;214;n;Aspe954eta1_2000-04-11_14:05:00_03079622;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;2013-06-20;;L1;;;1;NbrTax;8840;Nitzschia bergii;1;1;Domaine de validité;214;n;20180201135915-HB-15115;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1999-04-27;A8#L#0;pre_id4818;;;1;NbrTax;2102;Carassius carassius;1;1;Domaine de validité;214;n;Aspe944eta1_1999-04-27_14:00:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2018-07-20;B;B;;;1;NbrTax;618;Elmis;1;1;Domaine de validité;214;n;20190327190114-HB-346725;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2022-08-23;;C;;;1;NbrTax;5097;Jaera;1;1;Domaine de validité;214;n;20230704161838-HB-550183;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2015-06-18;B;B2;;;1;NbrTax;312;Mystacides;14;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6668;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;13;Macroinvertébrés aquatiques;2010-06-09;A;B1;;;1;NbrTax;3111;Nemathelmintha;1;4;Pres. ou Abs. ou NQ/ND;0;Unité inconnue;20180130180137-HB-6816;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;2007-06-27;GPSL#0;pre_id7184;;;1;NbrTax;2090;Alburnus alburnus;295;1;Domaine de validité;214;n;Aspe1778eta2_SurfEchMc1250.0_SBVDKmc12731.7_DSrcKm500.0_LarMEauM60.0_PntCEPM0.1_ProfMStaM3.5_AltM33_TAir1C4.5_TAir7C20.2;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;2019-07-17;;20190311229501;;;1;NbrTax;7226;Cocconeis pediculus;22;1;Domaine de validité;214;n;20201028101227-HB-474996;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2014-07-16;C;B3;;;1;NbrTax;311;Athripsodes;1;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6667;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2017-08-16;B;B2;;;1;NbrTax;831;Empididae;1;1;Domaine de validité;0;Unité inconnue;20190205185848-HB-30584;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
